event_time,cumulative_possession_away,cumulative_possession_home,avg_pass_length_home,avg_pass_duration_home,cumulative_num_passes_home,avg_pass_length_away,avg_pass_duration_away,cumulative_num_passes_away,cumulative_shots_attempted_home,cumulative_shots_attempted_away,location_x_home,location_y_home,location_x_away,location_y_away,time_to_home_goal,time_to_away_goal
2732,20.068864,7.548242999999999,25.619963066666667,2.0782779999999996,3.0,20.564889100000002,1.7370458000000002,5.0,0.0,0.0,54.9,42.9,23.7,46.9,,2834.0
2733,20.068864,7.548242999999999,25.619963066666667,2.0782779999999996,3.0,20.564889100000002,1.7370458000000002,5.0,0.0,0.0,54.9,42.9,23.7,46.9,,2833.0
2734,20.068864,7.548242999999999,25.619963066666667,2.0782779999999996,3.0,20.564889100000002,1.7370458000000002,5.0,0.0,0.0,54.9,42.9,23.7,46.9,,2832.0
2735,21.683601000000003,7.548242999999999,25.619963066666667,2.0782779999999996,3.0,20.564889100000002,1.7370458000000002,5.0,0.0,0.0,54.9,42.9,31.1,18.1,,2831.0
2736,24.549722000000003,7.548242999999999,25.619963066666667,2.0782779999999996,3.0,18.63722241666667,1.9252250000000002,6.0,0.0,0.0,54.9,42.9,36.3,18.5,,2830.0
2737,24.549722000000003,7.548242999999999,25.619963066666667,2.0782779999999996,3.0,18.63722241666667,1.9252250000000002,6.0,0.0,0.0,54.9,42.9,36.3,18.5,,2829.0
2738,24.549722000000003,7.548242999999999,25.619963066666667,2.0782779999999996,3.0,18.63722241666667,1.9252250000000002,6.0,0.0,0.0,54.9,42.9,36.3,18.5,,2828.0
2739,26.099031000000004,7.548242999999999,25.619963066666667,2.0782779999999996,3.0,19.135135214285718,1.8606672857142859,7.0,0.0,0.0,54.9,42.9,34.0,28.5,,2827.0
2740,26.099031000000004,7.548242999999999,25.619963066666667,2.0782779999999996,3.0,19.135135214285718,1.8606672857142859,7.0,0.0,0.0,54.9,42.9,34.0,28.5,,2826.0
2741,28.192538000000003,7.548242999999999,25.619963066666667,2.0782779999999996,3.0,18.444208062500003,1.7890678750000002,8.0,0.0,0.0,54.9,42.9,33.0,52.3,,2825.0
2742,28.192538000000003,7.548242999999999,25.619963066666667,2.0782779999999996,3.0,18.444208062500003,1.7890678750000002,8.0,0.0,0.0,54.9,42.9,33.0,52.3,,2824.0
2743,31.100048,7.548242999999999,25.619963066666667,2.0782779999999996,3.0,18.444208062500003,1.7890678750000002,8.0,0.0,0.0,54.9,42.9,39.6,64.2,,2823.0
2744,31.100048,7.548242999999999,25.619963066666667,2.0782779999999996,3.0,18.444208062500003,1.7890678750000002,8.0,0.0,0.0,54.9,42.9,39.6,64.2,,2822.0
2745,31.568160000000002,7.548242999999999,25.619963066666667,2.0782779999999996,3.0,18.444208062500003,1.7890678750000002,8.0,0.0,0.0,54.9,42.9,74.4,14.8,,2821.0
2746,32.904559,7.548242999999999,25.619963066666667,2.0782779999999996,3.0,18.379794944444445,1.7387713333333334,9.0,0.0,0.0,54.9,42.9,42.0,65.0,,2820.0
2747,34.592743999999996,7.548242999999999,25.619963066666667,2.0782779999999996,3.0,18.379794944444445,1.7387713333333334,9.0,0.0,0.0,54.9,42.9,28.5,53.3,,2819.0
2748,34.592743999999996,7.548242999999999,25.619963066666667,2.0782779999999996,3.0,18.379794944444445,1.7387713333333334,9.0,0.0,0.0,54.9,42.9,28.5,53.3,,2818.0
2749,36.50274099999999,7.548242999999999,25.619963066666667,2.0782779999999996,3.0,18.857349850000002,1.7558939000000002,10.0,0.0,0.0,54.9,42.9,28.5,52.1,,2817.0
2750,36.50274099999999,7.548242999999999,25.619963066666667,2.0782779999999996,3.0,18.857349850000002,1.7558939000000002,10.0,0.0,0.0,54.9,42.9,28.5,52.1,,2816.0
