minute,second,player,team,team_id,possession,start_x,start_y,end_x,end_y,next_shot_xg,leads_to_shot,dx,dy,length,progressive,final_third,box_entry,cross,through,cutback,pass_type,structural_score,xg_norm,importance_raw,importance_norm,time
12,33,Jack Colback,Newcastle United,37,25,20.0,48.6,30.4,56.1,0.0,0,10.399999999999999,7.5,12.822246293064252,0,0,0,0,0,0,Forward,1.25,0.0,0.2696700506929771,0.3172588828754852,753
12,39,Ross Barkley,Everton,29,25,82.2,23.1,88.4,14.3,0.0,0,6.200000000000003,-8.8,10.764757312638315,0,1,0,0,0,0,Forward,1.375,0.0,0.29663705576227484,0.3489847711630337,759
12,40,Tom Cleverley,Everton,29,25,87.9,13.5,76.7,22.6,0.0,0,-11.200000000000003,9.100000000000001,14.430869689661815,0,0,0,0,0,0,Backward,0.0,0.0,0.0,0.0,760
12,42,Ross Barkley,Everton,29,25,76.2,20.2,74.2,32.0,0.0,0,-2.0,11.8,11.968291440301744,0,0,0,0,0,0,Lateral,0.6166666666666667,0.0,0.13303722500853538,0.1565143822185727,762
12,45,Gareth Barry,Everton,29,25,80.9,34.6,94.5,4.8,0.0,0,13.599999999999994,-29.8,32.7566787083184,1,1,0,0,0,0,Progressive,1.58,0.0,0.34086294407592305,0.40101522795461325,765
12,53,Tom Cleverley,Everton,29,25,102.9,28.8,104.0,9.0,0.0,0,1.0999999999999943,-19.8,19.83053201505194,0,1,0,0,0,0,Lateral,0.6674999999999999,0.0,0.14400380707004973,0.169416243455509,773
12,56,Leighton Baines,Everton,29,25,108.4,9.6,105.1,24.1,0.0,0,-3.3000000000000114,14.500000000000002,14.87077671138936,0,1,1,1,0,0,Cross,2.835,0.0,0.6116116749716721,0.7195431463616004,776
12,57,Kevin Mirallas,Everton,29,25,105.1,24.1,111.2,21.5,0.0,0,6.1000000000000085,-2.6000000000000014,6.63098786004017,1,1,1,0,0,0,Progressive,2.7424999999999997,0.0,0.5916560912203916,0.6960659890288143,777
13,3,Daryl Janmaat,Newcastle United,37,25,6.7,69.7,43.9,68.3,0.0,0,37.199999999999996,-1.4000000000000057,37.22633476451851,1,0,0,0,0,0,Progressive,2.07,0.0,0.44657360394757,0.5253807100418033,783
13,21,Leighton Baines,Everton,29,26,86.5,25.4,93.1,9.8,0.0,0,6.599999999999994,-15.599999999999998,16.93871305619172,0,1,0,0,0,0,Forward,1.3049999999999997,0.0,0.281535532923468,0.3312182737220064,801
13,23,Tom Cleverley,Everton,29,26,93.3,9.8,100.9,7.3,0.0,0,7.6000000000000085,-2.500000000000001,8.000624975587852,1,1,0,0,0,0,Progressive,1.4300000000000002,0.0,0.30850253799276584,0.3629441620095551,803
13,26,Kevin Mirallas,Everton,29,26,98.9,4.8,92.0,9.6,0.0,0,-6.900000000000006,4.8,8.405355435673144,0,1,0,0,0,0,Backward,0.42499999999999993,0.0,0.0916878172356122,0.10786802017766495,806
13,26,Ross Barkley,Everton,29,26,92.0,9.6,93.9,3.7,0.0,0,1.9000000000000057,-5.8999999999999995,6.198386886924696,0,1,0,0,0,0,Lateral,0.6875000000000002,0.0,0.14831852788113745,0.1744923855815169,806
13,28,Tom Cleverley,Everton,29,26,92.5,5.1,86.7,12.3,0.0,0,-5.799999999999997,7.200000000000001,9.245539465060975,0,1,0,0,0,0,Backward,0.5233333333333334,0.0,0.11290186122345977,0.13282571896386983,808
13,32,Ross Barkley,Everton,29,26,85.4,13.1,62.6,17.0,0.0,0,-22.800000000000004,3.9000000000000004,23.131147831441485,0,0,0,0,0,0,Backward,0.0,0.0,0.0,0.0,812
13,36,José Ramiro Funes Mori,Everton,29,26,62.3,22.1,74.0,14.3,0.0,0,11.700000000000003,-7.800000000000001,14.06164997430956,0,0,0,0,0,0,Forward,1.1625,0.0,0.25079314714446876,0.29505076107420125,816
13,42,Ross Barkley,Everton,29,26,75.8,14.5,93.9,3.7,0.0,0,18.10000000000001,-10.8,21.077238908358,1,1,0,0,0,0,Progressive,2.1925000000000003,0.0,0.47300126891548194,0.5564720805636011,822
13,44,Leighton Baines,Everton,29,26,93.9,3.2,92.6,12.3,0.0,0,-1.3000000000000114,9.100000000000001,9.192388155425121,0,1,0,0,0,0,Lateral,0.6983333333333331,0.0,0.1506556683204765,0.17724196256643768,824
13,45,Tom Cleverley,Everton,29,26,93.1,11.2,92.9,2.7,0.0,0,-0.19999999999998863,-8.5,8.50235261559999,0,1,0,0,0,0,Lateral,0.6366666666666669,0.0,0.13735194581962307,0.16159052434458052,825
13,47,Leighton Baines,Everton,29,26,89.8,2.7,79.4,10.4,0.0,0,-10.399999999999991,7.7,12.940247292845674,0,0,0,0,0,0,Backward,0.0,0.0,0.0,0.0,827
13,49,Gareth Barry,Everton,29,26,79.5,11.0,69.5,32.6,0.0,0,-10.0,21.6,23.802520874898946,0,0,0,0,0,0,Backward,0.38333333333333336,0.0,0.08269881554584632,0.09729272408181547,829
14,7,Rob Elliot,Newcastle United,37,27,6.0,36.0,20.3,56.6,0.0,0,14.3,20.6,25.076881783826316,0,0,0,0,0,0,Forward,1.3475000000000001,0.0,0.29070431464702934,0.342005075739773,847
14,20,Vurnon Anita,Newcastle United,37,27,62.8,52.5,71.5,56.6,0.0,0,8.700000000000003,4.100000000000001,9.617692030835675,0,0,0,0,0,0,Forward,1.2075,0.0,0.2605012689694159,0.3064720808577187,860
14,21,Moussa Sissoko,Newcastle United,37,27,72.2,60.5,75.1,69.9,0.0,0,2.8999999999999915,9.400000000000006,9.837174391053564,0,0,0,0,0,0,Lateral,0.4424999999999998,0.0,0.09546319794531384,0.1123096445379217,861
14,43,Leighton Baines,Everton,29,28,44.2,0.1,45.4,15.6,0.0,0,1.1999999999999957,15.5,15.546382215808281,0,0,0,0,0,0,Lateral,0.24999999999999992,0.0,0.053934010138595403,0.06345177657509701,883
14,45,Ross Barkley,Everton,29,28,45.6,13.8,47.3,3.2,0.0,0,1.6999999999999957,-10.600000000000001,10.735455276791946,0,0,0,0,0,0,Lateral,0.1824999999999999,0.0,0.03937182740117464,0.04631979689982081,885
14,47,Leighton Baines,Everton,29,28,51.4,4.3,97.0,25.6,0.0,0,45.6,21.3,50.32941485850993,1,1,0,0,0,0,Progressive,3.04,0.0,0.6558375632853204,0.77157360315318,887
14,52,Romelu Lukaku Menama,Everton,29,28,99.0,21.6,85.8,56.2,0.0,0,-13.200000000000003,34.6,37.032418230517976,0,1,0,0,0,0,Switch of Play,1.3699999999999999,0.0,0.2955583755595029,0.3477157356315317,892
14,57,Tom Cleverley,Everton,29,28,94.0,58.5,105.8,69.6,0.0,0,11.799999999999997,11.099999999999994,16.20030863903524,1,1,0,0,0,0,Progressive,1.6150000000000002,0.0,0.34841370549532646,0.4098984766751269,897
15,7,Jack Colback,Newcastle United,37,28,19.3,25.2,49.2,14.2,0.0,0,29.900000000000002,-11.0,31.859221584966576,1,0,0,0,0,0,Progressive,2.07,0.0,0.44657360394757,0.5253807100418033,907
15,18,Gareth Barry,Everton,29,28,62.9,58.8,62.6,77.7,0.0,0,-0.29999999999999716,18.900000000000006,18.90238080242804,0,0,0,0,0,0,Lateral,0.28500000000000003,0.0,0.061484771557998794,0.07233502529561063,918
15,35,Georginio Wijnaldum,Newcastle United,37,28,33.2,12.2,40.0,21.6,0.0,0,6.799999999999997,9.400000000000002,11.60172400981854,0,0,0,0,0,0,Forward,1.66,0.0,0.3581218273202736,0.4213197964586443,935
15,39,Gareth Barry,Everton,29,28,68.9,50.9,85.9,39.0,0.0,0,17.0,-11.899999999999999,20.751144546747295,1,1,0,0,0,0,Progressive,3.025,0.0,0.6526015226770046,0.767766496558674,939
16,4,Gareth Barry,Everton,29,29,74.0,36.6,63.1,45.7,0.0,0,-10.899999999999999,9.100000000000001,14.19929575718458,0,0,0,0,0,0,Backward,0.3683333333333334,0.0,0.0794627749375306,0.09348561748730964,964
16,9,John Stones,Everton,29,29,63.1,45.7,63.1,37.7,0.0,0,0.0,-8.0,8.0,0,0,0,0,0,0,Lateral,0.65,0.0,0.1402284263603481,0.1649746190952523,969
16,11,Gareth Barry,Everton,29,29,63.1,37.7,66.9,24.1,0.0,0,3.8000000000000043,-13.600000000000001,14.120906486483085,0,0,0,0,0,0,Lateral,0.5850000000000002,0.0,0.12620558372431334,0.14847715718572713,971
16,13,Tom Cleverley,Everton,29,29,66.2,24.1,73.1,12.4,0.0,0,6.8999999999999915,-11.700000000000001,13.58307770720612,0,0,0,0,0,0,Forward,1.0425,0.0,0.2249048222779429,0.2645939083181546,973
16,14,Leighton Baines,Everton,29,29,73.1,12.4,63.9,19.5,0.0,0,-9.199999999999996,7.1,11.621101496846153,0,0,0,0,0,0,Backward,0.11666666666666674,0.0,0.025169204731344548,0.029610829068378638,974
16,16,Tom Cleverley,Everton,29,29,63.9,19.5,76.1,20.7,0.0,0,12.199999999999996,1.1999999999999993,12.25887433657756,0,0,0,0,0,0,Forward,1.295,0.0,0.2793781725179243,0.32868020265900266,976
16,17,Kevin Mirallas,Everton,29,29,76.4,20.9,66.5,27.6,0.0,0,-9.900000000000006,6.700000000000003,11.954078801814891,0,0,0,0,0,0,Backward,0.22499999999999992,0.0,0.04854060912473586,0.057106598917587306,977
16,18,Gareth Barry,Everton,29,29,66.5,27.6,52.6,31.2,0.0,0,-13.899999999999999,3.599999999999998,14.358621103713265,0,0,0,0,0,0,Backward,0.3183333333333334,0.0,0.06867597290981152,0.08079526217229024,978
16,20,José Ramiro Funes Mori,Everton,29,29,52.6,31.2,57.9,58.8,0.0,0,5.299999999999997,27.599999999999998,28.104270138183626,0,0,0,0,0,0,Forward,1.1225,0.0,0.24216370552229344,0.28489847682218566,980
16,26,Séamus Coleman,Everton,29,29,56.1,67.7,48.9,57.6,0.0,0,-7.200000000000003,-10.100000000000001,12.403628501370076,0,0,0,0,0,0,Backward,0.26999999999999996,0.0,0.05824873094968304,0.06852791870110478,986
16,29,John Stones,Everton,29,29,51.2,57.9,62.9,47.4,0.0,0,11.699999999999996,-10.5,15.720687007888678,0,0,0,0,0,0,Forward,1.4425,0.0,0.31119923849969555,0.36611675083830986,989
16,30,Ross Barkley,Everton,29,29,62.6,46.8,44.4,33.2,0.0,0,-18.200000000000003,-13.599999999999994,22.72003521124032,0,0,0,0,0,0,Backward,0.24666666666666665,0.0,0.05321489000341415,0.06260575288742908,990
16,35,José Ramiro Funes Mori,Everton,29,29,47.0,29.5,55.3,39.6,0.0,0,8.299999999999997,10.100000000000001,13.0728726758888,0,0,0,0,0,0,Forward,1.3575,0.0,0.2928616750525731,0.34454314680277687,995
16,37,Ross Barkley,Everton,29,29,55.3,39.6,47.9,54.8,0.0,0,-7.399999999999999,15.199999999999996,16.905620367203323,0,0,0,0,0,0,Backward,0.2666666666666667,0.0,0.0575296108145018,0.06768189501343685,997
16,39,John Stones,Everton,29,29,48.6,54.6,54.5,67.7,0.0,0,5.899999999999999,13.100000000000001,14.367324037551322,0,0,0,0,0,0,Forward,1.0175,0.0,0.21951142126408338,0.25824873066064497,999
16,42,Séamus Coleman,Everton,29,29,54.5,67.7,45.9,62.0,0.0,0,-8.600000000000001,-5.700000000000003,10.317460927960912,0,0,0,0,0,0,Backward,0.12666666666666665,0.0,0.02732656513688834,0.03214890013138249,1002
16,44,John Stones,Everton,29,29,45.9,62.1,57.8,43.5,0.0,0,11.899999999999999,-18.6,22.080987296767326,0,0,0,0,0,0,Forward,1.4475000000000002,0.0,0.31227791870246757,0.36738578636981195,1004
16,51,Ross Barkley,Everton,29,29,69.0,42.9,69.8,68.1,0.0,0,0.7999999999999972,25.199999999999996,25.212695214911072,0,0,0,0,0,0,Lateral,0.38999999999999996,0.0,0.08413705581620884,0.09898477145715136,1011
16,56,Séamus Coleman,Everton,29,29,69.8,68.1,78.1,64.1,0.0,0,8.299999999999997,-4.0,9.213576938409966,0,0,0,0,0,0,Forward,1.0775000000000001,0.0,0.23245558369734629,0.27347715703866826,1016
16,56,Kevin Mirallas,Everton,29,29,78.1,64.1,54.0,66.5,0.0,0,-24.099999999999994,2.4000000000000057,24.219207253748,0,0,0,0,0,0,Backward,0.0,0.0,0.0,0.0,1016
16,58,John Stones,Everton,29,29,54.2,66.6,50.0,35.4,0.0,0,-4.200000000000003,-31.199999999999996,31.481423093627768,0,0,0,0,0,0,Switch of Play,1.33,0.0,0.28692893393732766,0.33756345137951627,1018
17,2,José Ramiro Funes Mori,Everton,29,29,53.9,35.9,65.1,26.0,0.0,0,11.199999999999996,-9.899999999999999,14.948244044034064,0,0,0,0,0,0,Forward,1.27,0.0,0.2739847715040647,0.32233502500149286,1022
17,4,Ross Barkley,Everton,29,29,62.5,27.3,51.2,54.6,0.0,0,-11.299999999999997,27.3,29.546234954728156,0,0,0,0,0,0,Backward,0.20166666666666672,0.0,0.043506768178466985,0.051184433103911624,1024
17,9,John Stones,Everton,29,29,54.7,55.2,55.8,70.6,0.0,0,1.0999999999999943,15.399999999999991,15.439235732380011,0,0,0,0,0,0,Lateral,0.1674999999999999,0.0,0.036135786792858914,0.042512690305314994,1029
17,11,Séamus Coleman,Everton,29,29,55.9,70.7,86.5,77.3,0.0,0,30.6,6.599999999999994,31.3036739057894,1,1,0,0,0,0,Progressive,2.34,0.0,0.5048223348972531,0.5939086287429083,1031
17,14,Kevin Mirallas,Everton,29,29,86.7,77.3,83.3,64.0,0.0,0,-3.4000000000000057,-13.299999999999997,13.727709204379293,0,1,0,0,0,0,Lateral,0.6633333333333332,0.0,0.14310490690107316,0.1683587138459241,1034
18,3,Leighton Baines,Everton,29,31,49.5,0.1,31.2,9.6,0.0,0,-18.3,9.5,20.61892334725555,0,0,0,0,0,0,Backward,0.0,0.0,0.0,0.0,1083
18,6,José Ramiro Funes Mori,Everton,29,31,28.3,10.2,25.9,38.1,0.0,0,-2.400000000000002,27.900000000000002,28.003035549739963,0,0,0,0,0,0,Lateral,0.45999999999999996,0.0,0.09923857865501556,0.11675126889817854,1086
18,9,John Stones,Everton,29,31,25.9,38.1,37.5,45.6,0.0,0,11.600000000000001,7.5,13.813399291991818,0,0,0,0,0,0,Forward,1.44,0.0,0.3106598983983096,0.3654822330725589,1089
18,13,Gareth Barry,Everton,29,31,50.8,51.5,73.4,77.6,0.0,0,22.60000000000001,26.099999999999994,34.52491853719571,1,0,0,0,0,0,Progressive,1.4550000000000003,0.0,0.31389593900662544,0.36928933966706484,1093
18,16,Aaron Lennon,Everton,29,31,82.0,78.2,91.1,60.7,0.0,0,9.099999999999994,-17.5,19.724603925047518,0,1,0,0,0,0,Forward,1.4474999999999998,0.0,0.31227791870246746,0.3673857863698118,1096
18,20,Paul Dummett,Newcastle United,37,32,19.3,12.8,28.2,12.7,0.0,0,8.899999999999999,-0.10000000000000142,8.90056178002265,0,0,0,0,0,0,Forward,1.0924999999999998,0.0,0.23569162430566196,0.277284263633174,1100
18,23,Georginio Wijnaldum,Newcastle United,37,32,32.9,13.5,27.0,12.2,0.0,0,-5.899999999999999,-1.3000000000000007,6.041522986797285,0,0,0,0,0,0,Backward,0.1716666666666667,0.0,0.03703468696183553,0.043570219914899976,1103
18,24,Jack Colback,Newcastle United,37,32,27.0,12.2,21.2,2.2,0.0,0,-5.800000000000001,-10.0,11.560276813294742,0,0,0,0,0,0,Backward,0.09333333333333334,0.0,0.020135363785075626,0.023688663254702896,1104
18,35,Ross Barkley,Everton,29,33,70.9,61.2,88.1,63.8,0.0,0,17.19999999999999,2.5999999999999943,17.395401691251617,1,1,0,0,0,0,Progressive,2.2499999999999996,0.0,0.48540609124735873,0.5710659891758733,1115
18,38,Romelu Lukaku Menama,Everton,29,33,86.7,70.7,82.8,78.5,0.0,0,-3.9000000000000057,7.799999999999997,8.72066511224918,0,1,0,0,0,0,Lateral,0.575,0.0,0.12404822331876945,0.14593908612272316,1118
18,39,Aaron Lennon,Everton,29,33,82.8,78.5,82.6,66.5,0.0,0,-0.20000000000000284,-12.0,12.001666550941998,0,1,0,0,0,0,Lateral,0.7166666666666667,0.0,0.15461082906397355,0.18189509284861152,1119
18,44,Ross Barkley,Everton,29,33,92.9,59.3,97.8,64.5,0.0,0,4.8999999999999915,5.200000000000003,7.144928271158497,0,1,0,0,0,0,Lateral,0.8424999999999997,0.0,0.18175761416706648,0.2138324870580769,1124
18,45,Romelu Lukaku Menama,Everton,29,33,97.6,63.5,102.2,52.9,0.09499987,1,4.6000000000000085,-10.600000000000001,11.555085460523436,0,1,1,1,0,0,Cross,2.805,0.09499987,0.6193895742550407,0.7286936160982971,1125
19,14,Rob Elliot,Newcastle United,37,35,20.0,51.3,82.3,66.4,0.0,0,62.3,15.100000000000009,64.1038220389393,1,1,0,0,0,0,Progressive,2.72,0.0,0.5868020303079182,0.6903553291370558,1154
19,28,Tim Howard,Everton,29,37,11.4,35.1,14.2,40.9,0.0,0,2.799999999999999,5.799999999999997,6.440496875241845,0,0,0,0,0,0,Lateral,0.57,0.0,0.12296954311599756,0.14467005059122123,1168
19,31,John Stones,Everton,29,37,19.8,48.5,29.8,72.0,0.0,0,10.0,23.5,25.53918557824427,0,0,0,0,0,0,Forward,1.04,0.0,0.22436548217655697,0.2639593905524037,1171
19,36,Séamus Coleman,Everton,29,37,35.1,76.8,20.8,60.1,0.0,0,-14.3,-16.699999999999996,21.985904575431956,0,0,0,0,0,0,Backward,0.03166666666666666,0.0,0.006831641284222085,0.008037225032845622,1176
19,38,John Stones,Everton,29,37,20.8,60.1,21.5,40.6,0.0,0,0.6999999999999993,-19.5,19.512560057562922,0,0,0,0,0,0,Lateral,0.5175,0.0,0.1116434009868925,0.13134517751045083,1178
19,44,Gareth Barry,Everton,29,37,37.8,31.3,51.2,7.6,0.0,0,13.400000000000006,-23.700000000000003,27.22590678012397,0,0,0,0,0,0,Forward,1.6250000000000002,0.0,0.3505710659008703,0.41243654773813077,1184
19,47,José Ramiro Funes Mori,Everton,29,37,51.2,7.6,44.4,21.0,0.0,0,-6.800000000000004,13.4,15.026643005009472,0,0,0,0,0,0,Backward,0.2766666666666666,0.0,0.05968697122004559,0.07021996607644071,1187
19,50,Gareth Barry,Everton,29,37,44.4,20.9,40.4,48.5,0.0,0,-4.0,27.6,27.888348821685376,0,0,0,0,0,0,Lateral,0.43333333333333335,0.0,0.0934856175735654,0.10998307939683485,1190
19,52,John Stones,Everton,29,37,40.4,48.5,55.8,75.1,0.0,0,15.399999999999999,26.599999999999994,30.736297760140204,0,0,0,0,0,0,Forward,1.175,0.0,0.2534898476513985,0.29822334990295607,1192
19,55,Séamus Coleman,Everton,29,37,57.2,75.6,82.9,58.8,0.0,0,25.700000000000003,-16.799999999999997,30.70390854598157,1,1,0,0,0,0,Progressive,2.54,0.0,0.5479695430081294,0.6446700500029857,1195
20,13,Paul Dummett,Newcastle United,37,38,37.9,0.1,52.5,2.2,0.0,0,14.600000000000001,2.1,14.750254235097104,0,0,0,0,0,0,Forward,1.655,0.0,0.3570431471175017,0.4200507609271424,1213
20,15,Aleksandar Mitrović,Newcastle United,37,38,51.5,2.4,52.5,7.5,0.0,0,1.0,5.1,5.197114584074513,0,0,0,0,0,0,Lateral,0.16500000000000006,0.0,0.03559644669147299,0.04187817253956405,1215
20,16,Ayoze Pérez Gutiérrez,Newcastle United,37,38,51.5,5.8,38.7,2.2,0.0,0,-12.799999999999997,-3.5999999999999996,13.296616110875727,0,0,0,0,0,0,Backward,0.0,0.0,0.0,0.0,1216
20,23,Tom Cleverley,Everton,29,38,67.5,63.8,82.0,65.7,0.0,0,14.5,1.9000000000000057,14.623952953972466,1,1,0,0,0,0,Progressive,2.1825,0.0,0.47084390850993807,0.5539340095005971,1223
20,29,Ayoze Pérez Gutiérrez,Newcastle United,37,38,46.5,21.6,56.5,19.2,0.0,0,10.0,-2.400000000000002,10.283968105745952,0,0,0,0,0,0,Forward,1.12,0.0,0.2416243654209075,0.28426395905643476,1229
20,30,Aleksandar Mitrović,Newcastle United,37,38,57.0,19.2,53.7,10.3,0.0,0,-3.299999999999997,-8.899999999999999,9.492101980067426,0,0,0,0,0,0,Lateral,0.16500000000000006,0.0,0.03559644669147299,0.04187817253956405,1230
20,35,Georginio Wijnaldum,Newcastle United,37,38,69.3,7.7,87.0,1.9,0.0,0,17.700000000000003,-5.800000000000001,18.62605701698564,1,1,0,0,0,0,Progressive,2.1825,0.0,0.47084390850993807,0.5539340095005971,1235
20,43,Gareth Barry,Everton,29,39,22.2,76.5,27.6,63.5,0.0,0,5.400000000000002,-13.0,14.07693148381422,0,0,0,0,0,0,Forward,1.005,0.0,0.21681472075715358,0.25507614183189004,1243
20,47,Ross Barkley,Everton,29,39,25.3,62.0,38.9,48.1,0.0,0,13.599999999999998,-13.899999999999999,19.446593532030228,0,0,0,0,0,0,Forward,1.4900000000000002,0.0,0.32144670042602874,0.3781725883875784,1247
20,50,Vurnon Anita,Newcastle United,37,40,75.9,29.4,80.0,22.8,0.0,0,4.099999999999994,-6.599999999999998,7.769813382572321,0,0,0,0,0,0,Lateral,1.2425,0.0,0.26805203038881925,0.31535532957823226,1250
20,54,Moussa Sissoko,Newcastle United,37,40,68.9,24.5,62.3,46.0,0.0,0,-6.6000000000000085,21.5,22.490220096744277,0,0,0,0,0,0,Backward,0.4399999999999999,0.0,0.09492385784392791,0.11167512677217074,1254
20,58,Chancel Mbemba Mangulu,Newcastle United,37,40,72.6,45.3,86.4,76.3,0.0,0,13.800000000000011,31.0,33.932874915043676,1,1,0,0,0,0,Switch of Play,2.3850000000000002,0.0,0.5145304567222004,0.6053299485264259,1258
21,8,Tim Howard,Everton,29,41,12.3,54.8,19.2,62.7,0.0,0,6.899999999999999,7.900000000000006,10.489041900955495,0,0,0,0,0,0,Forward,1.0425,0.0,0.2249048222779429,0.2645939083181546,1268
21,15,John Stones,Everton,29,41,45.4,71.8,51.5,78.4,0.0,0,6.100000000000001,6.6000000000000085,8.987213138676534,0,0,0,0,0,0,Forward,0.9425000000000001,0.0,0.20333121822250477,0.23921319768811586,1275
21,16,Aaron Lennon,Everton,29,41,51.5,78.4,32.6,70.1,0.0,0,-18.9,-8.300000000000011,20.64218980631658,0,0,0,0,0,0,Backward,0.0,0.0,0.0,0.0,1276
21,19,Séamus Coleman,Everton,29,41,32.6,70.1,29.0,60.9,0.0,0,-3.6000000000000014,-9.199999999999996,9.879271228182771,0,0,0,0,0,0,Lateral,0.16,0.0,0.03451776648870107,0.0406091370080621,1279
21,27,Gareth Barry,Everton,29,41,46.4,32.6,58.6,43.7,0.0,0,12.200000000000003,11.100000000000001,16.493938280471408,0,0,0,0,0,0,Forward,1.455,0.0,0.3138959390066254,0.3692893396670648,1287
21,41,Gareth Barry,Everton,29,42,57.8,43.5,67.5,27.4,0.0,0,9.700000000000003,-16.1,18.796276226955168,0,0,0,0,0,0,Forward,1.2325000000000002,0.0,0.26589466998327543,0.3128172585152284,1301
21,46,Tom Cleverley,Everton,29,42,66.4,26.8,51.2,47.4,0.0,0,-15.200000000000003,20.599999999999998,25.600781238079435,0,0,0,0,0,0,Backward,0.2966666666666667,0.0,0.06400169203113323,0.07529610820244848,1306
21,47,John Stones,Everton,29,42,51.2,47.4,56.4,39.0,0.0,0,5.199999999999996,-8.399999999999999,9.879271228182771,0,0,0,0,0,0,Forward,1.2799999999999998,0.0,0.2761421319096085,0.32487309606449677,1307
21,50,Gareth Barry,Everton,29,42,57.2,44.5,57.8,71.2,0.0,0,0.5999999999999943,26.700000000000003,26.706740722147284,0,0,0,0,0,0,Lateral,0.15499999999999983,0.0,0.03343908628592912,0.03934010147656011,1310
21,54,Séamus Coleman,Everton,29,42,56.5,70.7,48.1,63.2,0.0,0,-8.399999999999999,-7.5,11.260994627474075,0,0,0,0,0,0,Backward,0.13,0.0,0.02804568527206962,0.03299492381905046,1314
21,56,John Stones,Everton,29,42,47.3,63.4,45.3,41.8,0.0,0,-2.0,-21.6,21.69239498073,0,0,0,0,0,0,Lateral,0.4666666666666667,0.0,0.10067681892537812,0.11844331627351447,1316
21,59,Gareth Barry,Everton,29,42,45.3,41.8,57.8,17.4,0.0,0,12.5,-24.4,27.415506561068682,0,0,0,0,0,0,Forward,1.1825,0.0,0.25510786795555634,0.30012690320020896,1319
22,33,Tim Howard,Everton,29,42,14.4,43.2,25.4,58.1,0.0,0,10.999999999999998,14.899999999999999,18.520529150107993,0,0,0,0,0,0,Forward,1.265,0.0,0.27290609130129284,0.321065989469991,1353
22,36,John Stones,Everton,29,42,24.4,57.9,35.4,75.2,0.0,0,11.0,17.300000000000004,20.50097558654222,0,0,0,0,0,0,Forward,1.0650000000000002,0.0,0.2297588831904165,0.2703045682099134,1356
22,41,Séamus Coleman,Everton,29,42,39.2,76.8,33.9,68.1,0.0,0,-5.300000000000004,-8.700000000000003,10.187246929372042,0,0,0,0,0,0,Backward,0.1816666666666666,0.0,0.03919204736737932,0.046108290977903824,1361
22,48,John Stones,Everton,29,42,39.5,64.0,37.0,28.1,0.0,0,-2.5,-35.9,35.986942076258714,0,0,0,0,0,0,Switch of Play,1.1983333333333333,0.0,0.2585236885976674,0.3041455157166318,1368
22,54,José Ramiro Funes Mori,Everton,29,42,49.8,22.9,50.1,7.7,0.0,0,0.30000000000000426,-15.2,15.202960238058902,0,0,0,0,0,0,Lateral,0.1475000000000001,0.0,0.03182106598177132,0.03743654817930728,1374
22,57,Leighton Baines,Everton,29,42,50.9,4.3,80.0,12.6,0.0,0,29.1,8.3,30.260535355475785,1,0,0,0,0,0,Progressive,2.07,0.0,0.44657360394757,0.5253807100418033,1377
22,58,Tom Cleverley,Everton,29,42,80.1,12.6,77.3,23.1,0.0,0,-2.799999999999997,10.500000000000002,10.866922287382017,0,0,0,0,0,0,Lateral,0.19333333333333336,0.0,0.0417089678405138,0.04906937388474171,1378
23,1,Ross Barkley,Everton,29,42,79.5,28.1,93.1,77.1,0.0,0,13.599999999999994,48.99999999999999,50.85233524627949,1,1,0,0,0,0,Switch of Play,2.38,0.0,0.5134517765194283,0.6040609129949236,1381
23,13,Séamus Coleman,Everton,29,42,86.7,62.9,89.7,51.6,0.0,0,3.0,-11.299999999999997,11.691449867317566,0,1,0,0,0,0,Lateral,1.415,0.0,0.30526649738445005,0.3591370554150492,1393
23,15,Tom Cleverley,Everton,29,42,85.8,55.6,86.5,75.9,0.0,0,0.7000000000000028,20.300000000000004,20.312065379965677,0,1,0,0,0,0,Lateral,0.6575000000000001,0.0,0.141846446664506,0.16687817239250524,1395
23,23,Séamus Coleman,Everton,29,42,86.7,63.5,68.1,66.0,0.0,0,-18.60000000000001,2.5,18.767258723638896,0,0,0,0,0,0,Backward,0.0,0.0,0.0,0.0,1403
23,25,John Stones,Everton,29,42,69.5,67.3,97.5,78.2,0.0,0,28.0,10.900000000000006,30.046796834271706,1,1,0,0,0,0,Progressive,2.34,0.0,0.5048223348972531,0.5939086287429083,1405
24,3,Rob Elliot,Newcastle United,37,43,6.0,44.0,62.3,75.3,0.0,0,56.3,31.299999999999997,64.41568132062254,1,0,0,0,0,0,Switch of Play,2.2899999999999996,0.0,0.49403553286953394,0.5812182734278887,1443
24,6,Moussa Sissoko,Newcastle United,37,43,62.8,75.3,57.5,73.0,0.0,0,-5.299999999999997,-2.299999999999997,5.777542730261712,0,0,0,0,0,0,Backward,0.10166666666666672,0.0,0.021933164123028818,0.02580372247387281,1446
24,9,Daryl Janmaat,Newcastle United,37,43,57.2,71.0,65.0,63.3,0.0,0,7.799999999999997,-7.700000000000003,10.960383204979651,0,0,0,0,0,0,Forward,1.065,0.0,0.22975888319041646,0.27030456820991333,1449
24,10,Vurnon Anita,Newcastle United,37,43,65.0,63.8,66.2,76.9,0.0,0,1.2000000000000028,13.100000000000009,13.154847015454045,0,0,0,0,0,0,Lateral,0.32000000000000006,0.0,0.06903553297740216,0.08121827401612422,1450
