minute,second,player,team,team_id,possession,start_x,start_y,end_x,end_y,next_shot_xg,leads_to_shot,dx,dy,length,progressive,final_third,box_entry,cross,through,cutback,pass_type,structural_score,xg_norm,importance_raw,importance_norm,time
24,12,Moussa Sissoko,Newcastle United,37,43,70.0,74.7,73.1,61.9,0.0,0,3.0999999999999943,-12.800000000000004,13.170041761513138,0,0,0,0,0,0,Lateral,0.44749999999999984,0.0,0.09654187814808578,0.11357868006942366,1452
24,15,Vurnon Anita,Newcastle United,37,43,84.7,60.6,98.9,76.3,0.0,0,14.200000000000003,15.699999999999996,21.169081227110446,1,1,0,0,0,0,Progressive,1.5950000000000002,0.0,0.34409898468423883,0.40482233454911914,1455
24,18,Moussa Sissoko,Newcastle United,37,43,104.0,72.0,117.2,67.8,0.0,0,13.200000000000003,-4.200000000000003,13.852075656738238,1,1,0,1,0,0,Cross,2.1,0.0,0.4530456851642015,0.5329949232308151,1458
24,20,Daryl Janmaat,Newcastle United,37,43,117.2,67.8,113.7,35.8,0.25543684,1,-3.5,-32.0,32.190837205639745,0,1,1,1,0,0,Cross,2.7916666666666665,0.25543684,0.6405786392143156,0.7536219277920907,1460
24,35,Tim Howard,Everton,29,44,7.0,44.1,38.1,46.2,0.0,0,31.1,2.1000000000000014,31.17081968765018,1,0,0,0,0,0,Progressive,1.85,0.0,0.3991116750256061,0.46954314665571806,1475
24,47,Ross Barkley,Everton,29,44,52.8,40.2,48.6,9.6,0.0,0,-4.199999999999996,-30.6,30.886890422961002,0,0,0,0,0,0,Switch of Play,0.9700000000000001,0.0,0.20926395933775027,0.24619289311137654,1487
24,50,Leighton Baines,Everton,29,44,48.9,8.7,69.2,8.1,0.0,0,20.300000000000004,-0.5999999999999996,20.3088650593774,1,0,0,0,0,0,Progressive,1.3975000000000002,0.0,0.3014911166747484,0.35469543105479245,1490
24,52,Tom Cleverley,Everton,29,44,66.2,9.1,55.3,16.2,0.0,0,-10.900000000000006,7.1,13.008458786497352,0,0,0,0,0,0,Backward,0.08833333333333325,0.0,0.019056683582303696,0.02241962772320093,1492
24,55,Gareth Barry,Everton,29,44,57.0,11.5,97.5,42.3,0.027554914,1,40.5,30.799999999999997,50.881135993607685,1,1,0,0,0,0,Switch of Play,3.4999999999999996,0.027554914,0.7592093790403358,0.8931875039292247,1495
25,35,Rob Elliot,Newcastle United,37,45,6.0,44.0,55.0,70.3,0.0,0,49.0,26.299999999999997,55.61195914549315,1,0,0,0,0,0,Progressive,1.99,0.0,0.4293147207032195,0.5050761415377724,1535
25,41,Chancel Mbemba Mangulu,Newcastle United,37,45,55.9,57.2,62.9,58.8,0.0,0,7.0,1.5999999999999943,7.180529228406495,0,0,0,0,0,0,Forward,1.165,0.0,0.25133248724585466,0.29568527883995216,1541
25,42,Vurnon Anita,Newcastle United,37,45,63.1,58.8,52.3,72.0,0.0,0,-10.800000000000004,13.200000000000003,17.05520448426228,0,0,0,0,0,0,Backward,0.00999999999999994,0.0,0.0021573604055438035,0.002538071063003866,1542
26,6,Leighton Baines,Everton,29,46,51.5,0.1,43.6,5.9,0.0,0,-7.899999999999999,5.800000000000001,9.800510190801292,0,0,0,0,0,0,Backward,0.05833333333333336,0.0,0.01258460236567227,0.014805414534189315,1566
26,8,Tom Cleverley,Everton,29,46,41.4,7.6,33.3,35.1,0.0,0,-8.100000000000001,27.5,28.66810073932349,0,0,0,0,0,0,Backward,0.16499999999999998,0.0,0.03559644669147297,0.04187817253956404,1568
26,13,John Stones,Everton,29,46,36.4,44.6,75.0,77.9,0.0,0,38.6,33.300000000000004,50.97891721094123,1,0,0,0,0,0,Switch of Play,2.2899999999999996,0.0,0.49403553286953394,0.5812182734278887,1573
26,17,Séamus Coleman,Everton,29,46,75.0,77.9,68.6,69.9,0.0,0,-6.400000000000006,-8.0,10.244998779892562,0,0,0,0,0,0,Backward,0.16333333333333325,0.0,0.03523688662388232,0.04145516069573004,1577
26,20,Aaron Lennon,Everton,29,46,69.2,69.9,57.2,62.4,0.0,0,-12.0,-7.500000000000007,14.15097169808491,0,0,0,0,0,0,Backward,0.06999999999999999,0.0,0.015101522838806716,0.01776649744102717,1580
26,23,John Stones,Everton,29,46,63.6,56.8,55.8,35.4,0.0,0,-7.800000000000004,-21.4,22.777181564012697,0,0,0,0,0,0,Backward,0.42,0.0,0.0906091370328403,0.10659898464616302,1583
26,26,José Ramiro Funes Mori,Everton,29,46,63.3,31.5,81.2,20.9,0.0,0,17.900000000000006,-10.600000000000001,20.803124765284668,1,1,0,0,0,0,Progressive,2.3875,0.0,0.5150697968235863,0.6059644662921767,1586
26,31,Tom Cleverley,Everton,29,46,84.2,34.1,94.4,39.3,0.0,0,10.200000000000003,5.199999999999996,11.44901742508937,1,1,0,0,0,0,Progressive,2.355,0.0,0.5080583755055689,0.5977157353374141,1591
26,38,José Ramiro Funes Mori,Everton,29,46,49.5,34.1,50.6,53.1,0.0,0,1.1000000000000014,19.0,19.03181546778972,0,0,0,0,0,0,Lateral,0.36750000000000005,0.0,0.07928299490373528,0.09327411156539266,1598
26,44,John Stones,Everton,29,46,51.2,52.9,52.8,74.3,0.0,0,1.5999999999999943,21.4,21.459729728027796,0,0,0,0,0,0,Lateral,0.17999999999999985,0.0,0.03883248729978867,0.04568527913406983,1604
26,47,Séamus Coleman,Everton,29,46,55.9,74.9,106.7,50.9,0.0,0,50.800000000000004,-24.000000000000007,56.18398348283967,1,1,1,1,1,0,Cross,3.9400000000000004,0.0,0.849999999784264,0.9999999988235294,1607
27,5,Rob Elliot,Newcastle United,37,47,15.1,47.7,50.9,75.5,0.0,0,35.8,27.799999999999997,45.326372014534755,1,0,0,0,0,0,Progressive,1.99,0.0,0.4293147207032195,0.5050761415377724,1625
27,7,Daryl Janmaat,Newcastle United,37,47,58.9,72.8,75.1,64.9,0.0,0,16.199999999999996,-7.8999999999999915,18.023595645708426,1,0,0,0,0,0,Progressive,1.375,0.0,0.29663705576227484,0.3489847711630337,1627
27,9,Moussa Sissoko,Newcastle United,37,47,77.0,63.8,85.7,56.7,0.0,0,8.700000000000003,-7.099999999999994,11.229425630903833,0,1,0,0,0,0,Forward,2.0575,0.0,0.4438769034406403,0.5222081212130486,1629
27,10,Aleksandar Mitrović,Newcastle United,37,47,85.7,56.7,81.4,43.5,0.0,0,-4.299999999999997,-13.200000000000003,13.882723075823419,0,1,0,0,0,0,Lateral,0.9283333333333333,0.0,0.20027495764798434,0.235617597015527,1630
27,13,José Ramiro Funes Mori,Everton,29,48,25.8,34.1,40.4,35.7,0.0,0,14.599999999999998,1.6000000000000014,14.687409574189724,0,0,0,0,0,0,Forward,2.015,0.0,0.43470812171707907,0.5114213191952821,1633
27,15,Ross Barkley,Everton,29,48,40.4,35.7,36.9,29.8,0.0,0,-3.5,-5.900000000000002,6.860029154457,0,0,0,0,0,0,Lateral,0.03166666666666665,0.0,0.006831641284222083,0.00803722503284562,1635
27,16,Gareth Barry,Everton,29,48,36.4,28.8,44.8,52.9,0.0,0,8.399999999999999,24.099999999999998,25.52195133605579,0,0,0,0,0,0,Forward,1.7,0.0,0.36675126894244886,0.43147208071065984,1636
27,20,Aaron Lennon,Everton,29,48,69.8,48.8,94.5,56.3,0.14725734,1,24.700000000000003,7.5,25.81356232680798,1,1,0,0,0,0,Progressive,2.54,0.14725734,0.5700581440081294,0.6706566393907736,1640
27,35,Tom Cleverley,Everton,29,49,94.4,0.1,85.9,8.5,0.0,0,-8.5,8.4,11.95031380341119,0,1,0,0,0,0,Backward,0.3983333333333333,0.0,0.08593485615416203,0.10109983067632126,1655
27,40,Leighton Baines,Everton,29,49,95.8,10.4,95.1,3.1,0.0,0,-0.7000000000000028,-7.300000000000001,7.333484846919642,0,1,0,0,0,0,Lateral,0.6283333333333333,0.0,0.13555414548166983,0.15947546512541055,1660
27,43,Ross Barkley,Everton,29,49,92.5,3.7,83.6,7.6,0.0,0,-8.900000000000006,3.8999999999999995,9.716995420396168,0,1,0,0,0,0,Backward,0.3916666666666666,0.0,0.08449661588379948,0.09940778330098533,1663
27,45,Tom Cleverley,Everton,29,49,80.8,9.0,67.0,33.5,0.0,0,-13.799999999999997,24.5,28.119210515233174,0,0,0,0,0,0,Backward,0.07000000000000006,0.0,0.015101522838806732,0.017766497441027186,1665
27,51,John Stones,Everton,29,49,65.6,39.3,80.3,34.6,0.0,0,14.700000000000003,-4.699999999999996,15.433081351434653,1,1,0,0,0,0,Progressive,2.4675,0.0,0.5323286800679368,0.6262690347962077,1671
27,53,Ross Barkley,Everton,29,49,84.7,32.4,83.6,7.0,0.0,0,-1.1000000000000085,-25.4,25.423807739990483,0,1,0,0,0,0,Lateral,0.6216666666666666,0.0,0.13411590521130726,0.1577834177500746,1673
27,56,Tom Cleverley,Everton,29,49,84.5,6.6,96.5,4.3,0.0,0,12.0,-2.3,12.218428704215611,1,1,0,0,0,0,Progressive,1.54,0.0,0.33223350245374783,0.3908629437025978,1676
27,58,Leighton Baines,Everton,29,49,92.9,5.2,84.5,10.6,0.0,0,-8.400000000000006,5.3999999999999995,9.985990186255949,0,1,0,0,0,0,Backward,0.47999999999999987,0.0,0.10355329946610319,0.12182741102418627,1678
28,1,Tom Cleverley,Everton,29,49,81.2,16.2,83.3,42.4,0.0,0,2.0999999999999943,26.2,26.284025566872362,0,1,0,0,0,0,Lateral,1.0524999999999998,0.0,0.22706218268348669,0.26713197938115846,1681
28,5,John Stones,Everton,29,49,86.4,47.6,104.0,77.7,0.0,0,17.599999999999994,30.1,34.86789354119345,1,1,0,0,0,0,Switch of Play,1.9799999999999995,0.0,0.42715736029767565,0.5025380704747684,1685
28,8,Séamus Coleman,Everton,29,49,104.8,77.9,96.5,70.1,0.0,0,-8.299999999999997,-7.800000000000011,11.38990781349876,0,1,0,0,0,1,Cutback,1.6016666666666666,0.0,0.3455372249546013,0.406514381924455,1688
28,9,Aaron Lennon,Everton,29,49,96.5,70.1,118.6,60.9,0.0,0,22.099999999999994,-9.199999999999996,23.938462774372116,1,1,1,1,0,0,Cross,2.7725,0.0,0.5981281724370232,0.7036802022178261,1689
28,20,Georginio Wijnaldum,Newcastle United,37,50,33.6,3.3,69.2,3.8,0.0,0,35.6,0.5,35.603511062815144,1,0,0,0,0,0,Progressive,1.99,0.0,0.4293147207032195,0.5050761415377724,1700
28,38,Paul Dummett,Newcastle United,37,51,84.7,0.1,81.2,5.6,0.0,0,-3.5,5.5,6.519202405202649,0,1,0,0,0,0,Lateral,0.5816666666666667,0.0,0.125486463589132,0.1476311334980591,1718
28,39,Georginio Wijnaldum,Newcastle United,37,51,81.1,6.3,69.3,29.2,0.0,0,-11.799999999999997,22.9,25.761405241174245,0,0,0,0,0,0,Backward,0.0,0.0,0.0,0.0,1719
28,42,Vurnon Anita,Newcastle United,37,51,67.9,30.0,87.2,65.0,0.0,0,19.299999999999997,35.0,39.968612685456065,1,1,0,0,0,0,Switch of Play,2.6025,0.0,0.5614530455427784,0.6605329941467603,1722
28,46,Daryl Janmaat,Newcastle United,37,51,90.4,63.8,93.1,55.3,0.0,0,2.6999999999999886,-8.5,8.918520056601317,0,1,0,0,0,0,Lateral,0.9074999999999998,0.0,0.19578045680310133,0.23032994896760217,1726
28,51,Moussa Sissoko,Newcastle United,37,51,96.1,63.8,103.6,75.0,0.0,0,7.5,11.200000000000003,13.47924330220358,1,1,0,1,0,0,Cross,1.8775,0.0,0.4050444161408516,0.47652284207897877,1731
28,55,Daryl Janmaat,Newcastle United,37,51,98.7,75.8,105.4,76.9,0.0,0,6.700000000000003,1.1000000000000085,6.789698078707186,1,1,0,1,0,0,Cross,1.8575,0.0,0.40072969532976394,0.4714466999529709,1735
29,35,Tim Howard,Everton,29,52,7.0,44.1,20.4,29.3,0.0,0,13.399999999999999,-14.8,19.964969321288727,0,0,0,0,0,0,Forward,1.325,0.0,0.28585025373455575,0.3362944158480143,1775
29,44,José Ramiro Funes Mori,Everton,29,52,32.9,23.4,45.4,7.0,0.0,0,12.5,-16.4,20.620620747203514,0,0,0,0,0,0,Forward,1.6025,0.0,0.34571700498839664,0.406725887846372,1784
30,27,Rob Elliot,Newcastle United,37,53,34.7,59.9,101.2,28.8,0.0,0,66.5,-31.099999999999998,73.41294163837873,1,1,0,0,0,0,Switch of Play,3.6399999999999997,0.0,0.7852791876179492,0.9238578669334128,1827
30,38,Tim Howard,Everton,29,54,8.3,42.4,24.4,26.2,0.0,0,16.099999999999998,-16.2,22.839658491317245,0,0,0,0,0,0,Forward,1.3925,0.0,0.3004124364719765,0.3534263955232905,1838
30,45,José Ramiro Funes Mori,Everton,29,54,27.9,25.2,38.9,40.2,0.0,0,11.0,15.000000000000004,18.60107523773828,0,0,0,0,0,0,Forward,1.4250000000000003,0.0,0.307423857789994,0.36167512647805317,1845
30,50,Ross Barkley,Everton,29,54,39.7,41.2,52.8,76.5,0.0,0,13.099999999999994,35.3,37.652357163927995,0,0,0,0,0,0,Switch of Play,2.0175,0.0,0.4352474618184651,0.5120558369610331,1850
30,57,Séamus Coleman,Everton,29,54,57.8,75.9,46.2,70.4,0.0,0,-11.599999999999994,-5.5,12.837834708392217,0,0,0,0,0,0,Backward,0.0,0.0,0.0,0.0,1857
31,1,John Stones,Everton,29,54,51.2,66.5,45.0,24.8,0.0,0,-6.200000000000003,-41.7,42.15839180993507,0,0,0,0,0,0,Switch of Play,1.1366666666666667,0.0,0.24521996609681385,0.2884940774947745,1861
31,6,José Ramiro Funes Mori,Everton,29,54,53.1,25.2,52.2,37.9,0.0,0,-0.8999999999999986,12.7,12.731849826321389,0,0,0,0,0,0,Lateral,0.485,0.0,0.10463197966887511,0.12309644655568823,1866
31,7,Gareth Barry,Everton,29,54,52.8,40.9,55.4,61.8,0.0,0,2.6000000000000014,20.9,21.06110158562462,0,0,0,0,0,0,Lateral,0.28500000000000003,0.0,0.061484771557998794,0.07233502529561063,1867
31,11,John Stones,Everton,29,54,56.1,62.0,68.3,50.9,0.0,0,12.199999999999996,-11.100000000000001,16.493938280471404,0,0,0,0,0,0,Forward,1.295,0.0,0.2793781725179243,0.32868020265900266,1871
31,16,Ross Barkley,Everton,29,54,68.9,52.7,76.4,24.0,0.0,0,7.5,-28.700000000000003,29.66378263135031,0,0,0,0,0,0,Forward,1.1775,0.0,0.25402918775278444,0.29885786766870703,1876
31,21,Tom Cleverley,Everton,29,54,84.2,22.0,75.4,30.9,0.0,0,-8.799999999999997,8.899999999999999,12.515989773086263,0,0,0,0,0,0,Backward,0.1533333333333334,0.0,0.03307952621833854,0.0389170896327262,1881
31,23,Gareth Barry,Everton,29,54,75.3,30.9,80.9,42.6,0.0,0,5.6000000000000085,11.700000000000003,12.971121771072854,0,1,0,0,0,0,Forward,2.14,0.0,0.46167512678637684,0.5431472074828306,1883
31,25,Ross Barkley,Everton,29,54,80.9,42.6,72.5,32.7,0.0,0,-8.400000000000006,-9.899999999999999,12.983451005029444,0,0,0,0,0,0,Backward,0.15999999999999992,0.0,0.03451776648870105,0.04060913700806208,1885
31,28,Gareth Barry,Everton,29,54,75.0,31.8,85.3,26.8,0.0,0,10.299999999999997,-5.0,11.449454135459906,0,1,0,0,0,0,Forward,2.5975,0.0,0.5603743653400064,0.6592639586152581,1888
31,30,Tom Cleverley,Everton,29,54,77.3,24.8,70.4,32.0,0.0,0,-6.8999999999999915,7.199999999999999,9.97246208315679,0,0,0,0,0,0,Backward,0.43500000000000016,0.0,0.09384517764115606,0.11040609124066887,1890
31,32,Gareth Barry,Everton,29,54,66.4,32.4,57.3,52.3,0.0,0,-9.100000000000009,19.9,21.881956036881167,0,0,0,0,0,0,Backward,0.23833333333333317,0.0,0.051417089665460936,0.060490693668259134,1892
31,36,John Stones,Everton,29,54,57.3,59.0,69.7,78.2,0.0,0,12.400000000000006,19.200000000000003,22.85607140345865,0,0,0,0,0,0,Forward,1.1000000000000003,0.0,0.2373096446098199,0.279187816930427,1896
31,39,Aaron Lennon,Everton,29,54,61.7,77.1,44.7,71.6,0.0,0,-17.0,-5.5,17.867568385205637,0,0,0,0,0,0,Backward,0.0,0.0,0.0,0.0,1899
31,43,John Stones,Everton,29,54,44.7,71.6,53.3,73.7,0.0,0,8.599999999999994,2.1000000000000085,8.85268320906153,0,0,0,0,0,0,Forward,1.005,0.0,0.21681472075715358,0.25507614183189004,1903
31,43,Gareth Barry,Everton,29,54,53.3,73.7,41.7,71.2,0.0,0,-11.599999999999994,-2.5,11.866338946785561,0,0,0,0,0,0,Backward,0.0,0.0,0.0,0.0,1903
31,48,John Stones,Everton,29,54,50.3,65.4,40.4,26.8,0.0,0,-9.899999999999999,-38.60000000000001,39.84934127435485,0,0,0,0,0,0,Switch of Play,1.075,0.0,0.2319162435959603,0.27284263927291724,1908
31,54,José Ramiro Funes Mori,Everton,29,54,48.6,22.1,52.5,42.3,0.0,0,3.8999999999999986,20.199999999999996,20.57304061144098,0,0,0,0,0,0,Lateral,0.5975,0.0,0.12890228423124306,0.15164974601448192,1914
31,56,Gareth Barry,Everton,29,54,53.7,42.3,69.8,74.0,0.0,0,16.099999999999994,31.700000000000003,35.55418400132395,0,0,0,0,0,0,Switch of Play,1.5924999999999998,0.0,0.3435596445828528,0.40418781678336807,1916
32,2,Fabricio Coloccini,Newcastle United,37,55,17.9,9.4,1.7,27.8,0.0,0,-16.2,18.4,24.515301344262525,0,0,0,0,0,0,Backward,0.12000000000000004,0.0,0.02588832486652581,0.030456852756046586,1922
32,4,Rob Elliot,Newcastle United,37,55,1.7,27.8,45.1,24.5,0.0,0,43.4,-3.3000000000000007,43.525280010586954,1,0,0,0,0,0,Progressive,2.19,0.0,0.4724619288140958,0.5558375627978499,1924
32,14,Chancel Mbemba Mangulu,Newcastle United,37,55,11.4,35.6,6.8,32.0,0.0,0,-4.6000000000000005,-3.6000000000000014,5.841232746604095,0,0,0,0,0,0,Lateral,0.42333333333333334,0.0,0.09132825716802158,0.10744500833383097,1934
32,15,Fabricio Coloccini,Newcastle United,37,55,6.8,32.0,27.2,17.2,0.0,0,20.4,-14.8,25.203174403237384,0,0,0,0,0,0,Forward,1.38,0.0,0.29771573596504675,0.35025380669453565,1935
32,18,Georginio Wijnaldum,Newcastle United,37,55,27.6,16.6,32.6,21.1,0.0,0,5.0,4.5,6.726812023536855,0,0,0,0,0,0,Lateral,0.46499999999999997,0.0,0.10031725885778747,0.11802030442968046,1938
32,19,Ayoze Pérez Gutiérrez,Newcastle United,37,55,32.6,21.1,19.0,5.8,0.0,0,-13.600000000000001,-15.3,20.470710783946902,0,0,0,0,0,0,Backward,0.0,0.0,0.0,0.0,1939
32,25,Paul Dummett,Newcastle United,37,55,27.2,3.8,58.2,8.5,0.0,0,31.000000000000004,4.7,31.354266057428298,1,0,0,0,0,0,Progressive,1.99,0.0,0.4293147207032195,0.5050761415377724,1945
32,28,Aleksandar Mitrović,Newcastle United,37,55,54.3,7.2,51.1,19.4,0.0,0,-3.1999999999999957,12.2,12.612692020342047,0,0,0,0,0,0,Lateral,0.16666666666666677,0.0,0.03595600675906364,0.04230118438339805,1948
32,30,Georginio Wijnaldum,Newcastle United,37,55,51.1,20.0,48.7,31.1,0.0,0,-2.3999999999999986,11.100000000000001,11.35649593844862,0,0,0,0,0,0,Lateral,0.4600000000000001,0.0,0.09923857865501559,0.11675126889817856,1950
32,32,Vurnon Anita,Newcastle United,37,55,49.7,14.9,38.6,3.3,0.0,0,-11.100000000000001,-11.600000000000001,16.055217220579735,0,0,0,0,0,0,Backward,0.0,0.0,0.0,0.0,1952
32,35,Paul Dummett,Newcastle United,37,55,38.2,3.0,40.0,11.7,0.0,0,1.7999999999999972,8.7,8.884255736976508,0,0,0,0,0,0,Lateral,0.9149999999999999,0.0,0.19739847710725922,0.23223350226485512,1955
32,37,Jack Colback,Newcastle United,37,55,40.0,11.7,43.7,26.6,0.0,0,3.700000000000003,14.900000000000002,15.352524222420238,0,0,0,0,0,0,Lateral,0.4325,0.0,0.09330583753977008,0.10977157347491787,1957
32,40,Georginio Wijnaldum,Newcastle United,37,55,43.7,36.4,65.9,75.0,0.0,0,22.200000000000003,38.6,44.52864246751747,1,0,0,0,0,0,Switch of Play,1.7449999999999999,0.0,0.37645939076739604,0.4428934004941773,1960
32,46,Daryl Janmaat,Newcastle United,37,55,64.3,70.5,56.4,65.3,0.0,0,-7.899999999999999,-5.200000000000003,9.457801012920498,0,0,0,0,0,0,Backward,0.13833333333333336,0.0,0.029843485610022806,0.03510998303822037,1966
32,48,Chancel Mbemba Mangulu,Newcastle United,37,55,56.4,65.3,56.5,51.9,0.0,0,0.10000000000000142,-13.399999999999999,13.400373129133381,0,0,0,0,0,0,Lateral,0.3425,0.0,0.07388959388987573,0.08692893390788295,1968
32,51,Jack Colback,Newcastle United,37,55,56.5,44.2,62.8,3.1,0.0,0,6.299999999999997,-41.1,41.580043290020754,0,0,0,0,0,0,Switch of Play,1.3475,0.0,0.2907043146470293,0.34200507573977296,1971
32,55,Paul Dummett,Newcastle United,37,55,68.7,3.1,65.4,15.5,0.0,0,-3.299999999999997,12.4,12.831601614763452,0,0,0,0,0,0,Lateral,0.31500000000000006,0.0,0.06795685277463025,0.07994923848462228,1975
32,59,Vurnon Anita,Newcastle United,37,55,68.1,12.8,63.1,35.5,0.0,0,-4.999999999999993,22.7,23.2441390462198,0,0,0,0,0,0,Lateral,0.5666666666666669,0.0,0.12225042298081634,0.14382402690355334,1979
33,1,Jack Colback,Newcastle United,37,55,62.6,40.2,69.2,62.4,0.0,0,6.600000000000001,22.199999999999996,23.160310878742536,0,0,0,0,0,0,Forward,1.0350000000000001,0.0,0.22328680197378506,0.26269035502090177,1981
33,6,Chancel Mbemba Mangulu,Newcastle United,37,55,81.1,69.2,73.7,60.6,0.0,0,-7.3999999999999915,-8.600000000000001,11.345483682946263,0,0,0,0,0,0,Backward,0.0,0.0,0.0,0.0,1986
33,11,Jack Colback,Newcastle United,37,55,91.1,51.4,98.1,44.9,0.0,0,7.0,-6.5,9.5524865872714,0,1,0,0,0,0,Forward,2.175,0.0,0.4692258882057801,0.5520304562033441,1991
33,14,Gareth Barry,Everton,29,55,14.7,36.5,12.0,34.6,0.0,0,-2.6999999999999993,-1.8999999999999986,3.3015148038438342,0,0,0,0,0,0,Lateral,0.45499999999999996,0.0,0.09815989845224365,0.1154822333666766,1994
33,27,Daryl Janmaat,Newcastle United,37,56,105.7,80.0,107.3,71.7,0.0,0,1.5999999999999943,-8.299999999999997,8.452810183601661,0,1,0,1,0,0,Cross,1.5799999999999998,0.0,0.34086294407592305,0.40101522795461325,2007
33,28,Moussa Sissoko,Newcastle United,37,56,107.3,71.6,104.8,77.5,0.0,0,-2.5,5.900000000000006,6.407807737440322,0,1,0,1,0,0,Cross,1.4983333333333335,0.0,0.3232445007639819,0.38028764760674827,2008
33,48,Paul Dummett,Newcastle United,37,57,105.7,0.1,116.2,16.1,0.0,0,10.5,16.0,19.13765920900464,1,1,0,1,0,0,Cross,2.0325,0.0,0.43848350242678086,0.515862943555539,2028
33,49,Aleksandar Mitrović,Newcastle United,37,57,116.5,13.6,109.2,13.8,0.0,0,-7.299999999999997,0.20000000000000107,7.302739212103904,0,1,0,1,0,1,Cross,1.4983333333333335,0.0,0.3232445007639819,0.38028764760674827,2029
33,54,Georginio Wijnaldum,Newcastle United,37,57,111.2,11.6,108.7,1.7,0.0,0,-2.5,-9.9,10.21077861869505,0,1,0,1,0,0,Cross,1.4983333333333335,0.0,0.3232445007639819,0.38028764760674827,2034
34,33,Vurnon Anita,Newcastle United,37,59,55.4,21.4,58.7,21.9,0.0,0,3.3000000000000043,0.5,3.3376638536557315,0,0,0,0,0,0,Lateral,0.4225,0.0,0.09114847713422626,0.10723350241191398,2073
34,36,Georginio Wijnaldum,Newcastle United,37,59,51.8,13.5,40.0,6.4,0.0,0,-11.799999999999997,-7.1,13.771347065556075,0,0,0,0,0,0,Backward,0.0,0.0,0.0,0.0,2076
34,40,Gareth Barry,Everton,29,60,60.9,57.3,52.5,69.6,0.0,0,-8.399999999999999,12.299999999999997,14.894629904767688,0,0,0,0,0,0,Backward,0.13,0.0,0.02804568527206962,0.03299492381905046,2080
34,47,Séamus Coleman,Everton,29,60,51.2,78.4,32.3,76.8,0.0,0,-18.900000000000006,-1.6000000000000085,18.96760396043739,0,0,0,0,0,0,Backward,0.0,0.0,0.0,0.0,2087
34,51,John Stones,Everton,29,60,33.7,76.8,44.8,61.5,0.0,0,11.099999999999994,-15.299999999999997,18.90238080242803,0,0,0,0,0,0,Forward,1.6475,0.0,0.3554251268133438,0.41814720762988944,2091
34,56,Ross Barkley,Everton,29,60,62.9,55.2,75.3,66.6,0.0,0,12.399999999999999,11.399999999999991,16.8439900261191,0,0,0,0,0,0,Forward,1.1800000000000002,0.0,0.2545685278541704,0.299492385434458,2096
34,58,Aaron Lennon,Everton,29,60,81.2,67.1,86.1,58.5,0.0,0,4.8999999999999915,-8.599999999999994,9.897979591815687,0,1,0,0,0,0,Lateral,0.9624999999999997,0.0,0.2076459390335923,0.24428933981412349,2098
35,4,Moussa Sissoko,Newcastle United,37,61,30.9,55.8,49.3,61.0,0.0,0,18.4,5.200000000000003,19.120669444347392,0,0,0,0,0,0,Forward,1.83,0.0,0.3947969542145185,0.4644670045297103,2104
35,31,Jack Colback,Newcastle United,37,62,57.8,62.5,59.8,75.5,0.0,0,2.0,13.0,13.152946437965905,0,0,0,0,0,0,Lateral,0.18999999999999997,0.0,0.04098984770533252,0.048223350197073744,2131
35,32,Daryl Janmaat,Newcastle United,37,62,63.1,75.8,80.4,69.2,0.0,0,17.300000000000004,-6.599999999999994,18.516209115258988,1,1,0,0,0,0,Progressive,2.2525,0.0,0.48594543134874474,0.5717005069416242,2132
35,38,Leighton Baines,Everton,29,63,36.4,24.0,57.3,28.8,0.0,0,20.9,4.800000000000001,21.444113411377025,0,0,0,0,0,0,Forward,2.0125,0.0,0.43416878161569317,0.5107868014295311,2138
35,41,Romelu Lukaku Menama,Everton,29,63,52.2,32.6,50.1,43.1,0.0,0,-2.1000000000000014,10.5,10.70794097854485,0,0,0,0,0,0,Lateral,0.46499999999999997,0.0,0.10031725885778747,0.11802030442968046,2141
35,43,Ross Barkley,Everton,29,63,44.2,46.8,36.9,53.7,0.0,0,-7.300000000000004,6.900000000000006,10.044899203078154,0,0,0,0,0,0,Backward,0.018333333333333257,0.0,0.003955160743496981,0.004653130282173763,2143
35,54,Aleksandar Mitrović,Newcastle United,37,64,73.9,3.8,61.1,10.8,0.0,0,-12.800000000000004,7.000000000000001,14.589036979869512,0,0,0,0,0,0,Backward,0.0566666666666666,0.0,0.012225042298081615,0.014382402690355312,2154
35,56,Vurnon Anita,Newcastle United,37,64,61.1,10.8,63.7,56.4,0.053978562,1,2.6000000000000014,45.599999999999994,45.674062661427435,0,0,0,0,0,0,Switch of Play,1.3050000000000002,0.053978562,0.2896323172234681,0.34074390230145285,2156
36,2,Moussa Sissoko,Newcastle United,37,64,86.8,56.7,104.5,37.2,0.053978562,1,17.700000000000003,-19.5,26.335147616825694,1,1,1,0,1,0,Through Ball,3.7425,0.053978562,0.8154889160747736,0.9593987239086491,2162
36,35,Tim Howard,Everton,29,65,7.0,44.1,70.1,46.3,0.0,0,63.099999999999994,2.1999999999999957,63.138340174572214,1,0,0,0,0,0,Progressive,2.35,0.0,0.506979695302797,0.5964466998059121,2195
36,46,Aleksandar Mitrović,Newcastle United,37,65,65.0,2.2,69.2,12.7,0.0,0,4.200000000000003,10.5,11.30884609498246,0,0,0,0,0,0,Lateral,0.47500000000000003,0.0,0.1024746192633313,0.12055837549268437,2206
